wellName,wellAPI,boreID,compSubId,Type,X,Y,TD,isHorizontal,reservoir,faultBlock,compartment,maxBHP,long,lat
Well104,2ECFC83A5E,00,00,Producer,18388.92881,16345.88439,7790.35458,0,Maine,,,0,21.22013932,-33.19507814
Well106,2ECFC83A69,00,00,Producer,24205.34087,12280.65651,8275.9189,0,Red,,,0,21.23916137,-33.20625023
Well108,2ECFC83A7C,00,00,Producer,15236.99597,15110.75531,8162.72992,0,Red,,,0,21.20983121,-33.19847253
Well111,2ECFC83A9A,00,00,Producer,21287.64487,14444.3468,7969.16036,0,Red,,,0,21.22961931,-33.20030396
Well118,2ECFC83AEA,00,00,Producer,25219.05087,18139.1691,7754.26534,0,Red,,,0,21.24247661,-33.19014983
Well131,2ECFC83B76,00,00,Producer,20803.14971,11054.25145,8248.03176,0,Red,,,0,21.22803481,-33.20962064
Well136,2ECFC83BA8,00,00,Producer,11998.34935,13649.3982,8505.5777,0,Maine,,,0,21.19923951,-33.20248864
Well142,2ECFC83BF8,00,00,Producer,11032.6683,32444.84574,7785.43332,0,Rock,,,0,21.19608134,-33.15083488
Well147,2ECFC83C3E,00,00,Producer,23519.37025,8911.388858,8346.45696,0,Red,,,0,21.23691796,-33.21550967
Well149,2ECFC83C52,00,00,Producer,17597.36551,9487.416616,10357.61188,0,Red,,,0,21.21755058,-33.21392663
Well150,2ECFC83C5C,00,00,Producer,22137.24509,7300.713357,10226.37828,0,Red,,,0,21.23239785,-33.21993614
Well170,2ECFC83D2E,00,00,Producer,26672.32486,9835.661618,8389.10788,0,Red,,,0,21.24722941,-33.21296958
Well172,2ECFC83D42,00,00,Producer,26359.15474,16790.15297,8087.2706,0,Maine,,,0,21.24620522,-33.1938572
Well176,2ECFC83D7F,00,00,Producer,27956.49956,11124.78325,8546.5882,0,Red,,,0,21.25142919,-33.2094268
Well178,2ECFC83D92,00,00,Producer,15616.35097,17652.48019,7880.57768,0,Maine,,,0,21.21107186,-33.19148735
Well182,2ECFC83DBA,00,00,Producer,12345.7401,26615.71646,7695.21022,0,Red,,,0,21.20037562,-33.16685453
Well183,2ECFC83DC4,00,00,Producer,16415.54749,29724.1186,7175.19708,0,Red,,,0,21.21368556,-33.158312
Well185,2ECFC83DD8,00,00,Producer,14759.97671,30731.2665,7352.36244,0,Red,,,0,21.20827116,-33.15554415
Well187,2ECFC83DEC,00,00,Producer,12979.83801,33503.33054,7483.59604,0,Bisque,,,0,21.20244938,-33.14792595
Well191,2ECFC83E14,00,00,Producer,12493.39908,29530.98551,7595.1446,0,Rock,,,0,21.20085853,-33.15884277
Well192,2ECFC83E1E,00,00,Producer,12417.07224,30879.24695,7634.51468,0,Maine,,,0,21.20060891,-33.15513747
Well194,2ECFC83E32,00,00,Producer,11347.6614,28762.74106,7775.5908,0,Rock,,,0,21.19711149,-33.16095406
Well195,2ECFC83E3C,00,00,Producer,10204.65147,30040.11941,7936.35196,0,Red,,,0,21.19337338,-33.15744356
Well197,2ECFC83E50,00,00,Producer,17270.39138,32803.26388,7813.32046,0,Red,,,0,21.21648124,-33.14984987
Well201,2ECFC83E78,00,00,Producer,18690.34734,30834.47251,6879.92148,0,Red,,,0,21.22112508,-33.15526052
Well205,2ECFC83EA0,00,00,Producer,14066.01686,28198.7588,7431.1026,0,Red,,,0,21.20600163,-33.162504
Well206,2ECFC83EAA,00,00,Producer,12307.7516,32775.34003,7611.5488,0,Maine,,,0,21.20025138,-33.14992662
Well213,2ECFC83F04,00,00,Producer,22480.10492,34093.97494,6605.97134,0,Red,,,0,21.23351914,-33.14630273
Well218,2ECFC83F86,00,00,Producer,21562.38578,32277.65864,6669.94772,0,Maine,,,0,21.23051782,-33.15129435
Well227,2ECFC84030,00,00,Producer,15054.45107,22362.5544,7726.3782,0,Bisque,,,0,21.20923421,-33.17854309
Well232,2ECFC84062,00,00,Producer,23327.58602,24858.80288,6981.62752,0,Red,,,0,21.23629075,-33.17168289
Well235,2ECFC84080,00,00,Producer,25502.64496,19560.40433,7687.00812,0,Red,,,0,21.24340408,-33.18624398
Well236,2ECFC8408A,00,00,Producer,26583.50937,18636.11797,8042.97926,0,Maine,,,0,21.24693895,-33.18878411
Well237,2ECFC84094,00,00,Producer,17434.96362,17818.60017,7691.92938,0,Red,,,0,21.21701946,-33.19103082
Well247,2ECFC840F8,00,00,Producer,19069.81252,17659.63533,7667.32308,0,Maine,,,0,21.22236609,-33.19146768
Well249,2ECFC8410C,00,00,Producer,19924.4902,13982.07493,8056.10262,0,Rock,,,0,21.22516123,-33.20157438
Well250,2ECFC84120,00,00,Producer,20456.73435,19949.31665,7383.53042,0,Maine,,,0,21.22690189,-33.18517517
Well254,2ECFC84148,00,00,Producer,19075.72999,15645.25139,7867.45432,0,Red,,,0,21.22238544,-33.19700363
Well256,2ECFC841C0,00,00,Producer,26480.92878,15205.82655,8338.25486,0,Maine,,,0,21.24660347,-33.19821126
Well257,2ECFC841F2,00,00,Producer,20239.84591,14866.92361,7903.54356,0,Red,,,0,21.22619258,-33.19914263
Well259,2ECFC84206,00,00,Producer,20846.63135,13674.04061,8061.02388,0,Red,,,0,21.22817701,-33.20242092
Well261,2ECFC8421A,00,00,Producer,15380.71151,24782.78914,7529.5278,0,Maine,,,0,21.21030122,-33.17189179
Well262,2ECFC84224,00,00,Producer,20667.05441,22366.0696,7173.55666,0,Red,,,0,21.22758972,-33.17853343
Well266,2ECFC8424C,00,00,Producer,21276.64728,16842.56843,8228.34672,0,Maine,,,0,21.22958334,-33.19371315
Well268,2ECFC84260,00,00,Producer,11319.49473,27181.34496,7673.88476,0,Maine,,,0,21.19701938,-33.16530007
Well270,2ECFC84274,00,00,Producer,13698.83527,27814.18517,7495.07898,0,Rock,,,0,21.2048008,-33.16356089
Well272,2ECFC84288,00,00,Producer,19673.71493,16619.27827,7662.40182,0,Bisque,,,0,21.2243411,-33.1943268
Well274,2ECFC8429C,00,00,Producer,23498.23522,15351.48891,7847.76928,0,Maine,,,0,21.23684884,-33.19781095
Well275,2ECFC842A6,00,00,Producer,17459.09886,16852.46126,7764.10786,0,Red,,,0,21.2170984,-33.19368597
Well277,2ECFC842BA,00,00,Producer,20948.37005,18144.31794,7560.69578,0,Bisque,,,0,21.22850974,-33.19013568
Well278,2ECFC842C4,00,00,Producer,24050.69645,18618.75634,7677.1656,0,Maine,,,0,21.23865562,-33.18883182
Well279,2ECFC842CE,00,00,Producer,15645.31775,27275.08262,7267.0606,0,Red,,,0,21.21116659,-33.16504246
Well283,2ECFC842F6,00,00,Producer,15592.1366,14210.89727,8257.87428,0,Maine,,,0,21.21099266,-33.20094553
Well284,2ECFC84300,00,00,Producer,20743.26915,10314.30799,8289.04226,0,Red,,,0,21.22783898,-33.21165416
Well285,2ECFC8430A,00,00,Producer,23839.13367,13244.3672,8115.15774,0,Red,,,0,21.23796372,-33.20360175
Well286,2ECFC84314,00,00,Producer,22121.21026,14152.55869,8512.13938,0,Maine,,,0,21.23234541,-33.20110585
Well287,2ECFC8431E,00,00,Producer,18736.70098,13925.40703,8628.6092,0,Maine,,,0,21.22127668,-33.20173011
Well288,2ECFC8433C,00,00,Producer,13102.90173,26640.14087,7706.69316,0,Bisque,,,0,21.20285185,-33.16678741
Well290,2ECFC84378,00,00,Producer,16212.43147,19999.44633,8956.6932,0,Red,,,0,21.21302128,-33.1850374
Well295,2ECFC844B8,00,00,Producer,14659.95796,35717.88583,8034.77716,0,Rock,,,0,21.20794406,-33.14183989
Well296,2ECFC844C2,00,00,Producer,15772.92869,34291.32605,7916.66692,0,Bisque,,,0,21.21158393,-33.14576037
Well301,2ECFC84512,00,00,Producer,15499.27351,23286.98839,8461.28636,0,Bisque,,,0,21.21068896,-33.17600256
Well303,2ECFC84544,00,00,Producer,18087.25312,21049.88848,8341.5357,0,Bisque,,,0,21.21915272,-33.18215057
Well308,2ECFC8458A,00,00,Producer,15944.24505,30604.05364,8001.96876,0,Maine,,,0,21.2121442,-33.15589376
Well312,2ECFC845E4,00,00,Producer,12539.01133,37370.55033,8264.43596,0,Maine,,,0,21.2010077,-33.13729803
Well313,2ECFC84684,00,00,Producer,18297.41373,30658.12209,7864.17348,0,Red,,,0,21.21984003,-33.15574517
Well314,2ECFC84706,00,00,Producer,21849.202,25575.63129,7828.08424,0,Maine,,,0,21.23145583,-33.1697129
Well315,2ECFC84710,00,00,Producer,20739.84094,25182.84839,7880.57768,0,Maine,,,0,21.22782776,-33.17079235
Well319,2ECFC84738,00,00,Producer,22633.34804,23799.18906,7575.45956,0,Red,,,0,21.23402031,-33.17459493
Well320,2ECFC84742,00,00,Producer,20606.80661,26712.98152,6966.86374,0,Rock,,,0,21.22739269,-33.16658722
Well322,2ECFC84756,00,00,Producer,21733.09931,23595.41982,7647.63804,0,Red,,,0,21.23107613,-33.17515493
Well323,2ECFC84760,00,00,Producer,22360.99298,26392.14189,7708.33358,0,Red,,,0,21.23312959,-33.16746896
Well332,AR0BEBD6C6,00,00,Producer,25606.3612,8654.676104,8449.80342,0,Red,,,0,21.24374328,-33.21621517
Well335,AR0BEBDA48,00,00,Producer,19066.32053,30995.36437,8036.811281,0,Red,,,0,21.22213886,-33.15482001
Well336,AR0BEBDA4B,00,00,Producer,24662.51797,20943.93379,7475.39394,0,Maine,,,0,21.24065652,-33.18244176
Well337,AR0BEBDA4C,00,00,Producer,20706.38324,8614.498996,8046.620992,0,Bisque,,,0,21.22771834,-33.21632649
Well340,AR0BEBDBB3,00,00,Producer,25788.93103,9773.322159,8268.143309,0,Red,,,0,21.24434035,-33.2131423
Well341,AR0BEBDBF1,00,00,Producer,8714.571974,40625.74315,8364.50158,0,Bisque,,,0,21.18850022,-33.12835209
Well342,AR0BEBDC31,00,00,Producer,18634.70762,12469.0211,8248.03176,0,Red,,,0,21.22094312,-33.20573256
Well343,AR0BEBDC86,00,00,Producer,26531.12355,19912.61052,8298.88478,0,Rock,,,0,21.24676763,-33.18527605
Well344,AR0BEBDC88,00,00,Producer,13045.42655,18206.14526,8083.98976,0,Maine,,,0,21.20266388,-33.18996576
Well345,AR0BEBDC89,00,00,Producer,23007.03557,9831.175461,8330.05276,0,Bisque,,,0,21.23524242,-33.21298191
Well346,AR0BEBDC8A,00,00,Producer,22158.53524,8494.761367,8403.87166,0,Maine,,,0,21.23246747,-33.21665465
Well347,AR0BEBDC8C,00,00,Producer,9590.313884,23135.57806,8274.27848,0,Bisque,,,0,21.19136425,-33.17641867
Well348,AR0BEBDCCA,00,00,Producer,19435.10516,10538.08702,8377.62494,0,Red,,,0,21.22356074,-33.21103917
Well349,AR0BEBDCCE,00,00,Producer,21515.12075,13089.46204,8133.20236,0,Red,,,0,21.23036325,-33.20402746
Well350,AR0BEBDCE2,00,00,Producer,24765.66786,11566.60432,8333.3336,0,Maine,,,0,21.24099386,-33.20821259
Well351,AR0BEBDCFB,00,00,Producer,14131.98258,14549.61187,8356.29948,0,Bisque,,,0,21.20621736,-33.20001467
Well354,AR0BEBDD19,00,00,Producer,22541.98066,16526.80753,7921.58818,0,Red,,,0,21.2337215,-33.19458093
Well355,AR0BEBDD1A,00,00,Producer,26560.29279,13978.18531,8361.22074,0,Red,,,0,21.24686302,-33.20158507
Well357,AR0BEBDD5F,00,00,Producer,26532.15767,21491.68503,8093.83228,0,Bisque,,,0,21.24677101,-33.18093642
Well358,AR0BEBDD60,00,00,Producer,12279.99778,35245.89582,7544.29158,0,Maine,,,0,21.20016062,-33.14313702
Well359,AR0BEBDD8D,00,00,Producer,8516.339098,28164.07017,8310.36772,0,Red,,,0,21.18785191,-33.16259933
Well361,AR0BEBDD8F,00,00,Producer,11112.22316,22269.74392,8075.78766,0,Rock,,,0,21.19634152,-33.17879816
Well362,AR0BEBDDB7,00,00,Producer,12890.23373,16052.30913,8334.97402,0,Rock,,,0,21.20215634,-33.19588495
Well363,AR0BEBDDB8,00,00,Producer,27366.94519,17818.71797,8471.391347,0,Bisque,,,0,21.24958449,-33.19103085
Well365,AR0BEBDDE3,00,00,Producer,18443.19454,32672.80588,6889.764,0,Rock,,,0,21.22031679,-33.1502084
Well366,AR0BEBDDEF,00,00,Producer,15827.82907,18516.57273,7755.90576,0,Red,,,0,21.21176348,-33.18911264
Well367,AR0BEBDF95,00,00,Producer,24005.91441,8484.060132,8366.142,0,Red,,,0,21.23850916,-33.21668406
Well368,AR0BEBDFC5,00,00,Producer,19475.73877,19884.86906,7424.54092,0,Red,,,0,21.22369363,-33.18535228
Well371,AR0BEBDFD5,00,00,Producer,11098.95631,23296.47419,8008.53044,0,Red,,,0,21.19629813,-33.17597649
Well377,AR0BEBE0B3,00,00,Producer,20727.51903,12397.20041,8333.3336,0,Red,,,0,21.22778747,-33.20592994
Well378,AR0BEBE2D1,00,00,Producer,17206.471,14011.68347,8259.252233,0,Red,,,0,21.21655891,-33.20149351
Well379,AR0BEBE345,00,00,Producer,11823.31825,24184.31048,7847.76928,0,Bisque,,,0,21.19866709,-33.17353653
Well380,AR0BEBE389,00,00,Producer,18189.82968,23510.9544,7414.6984,0,Red,,,0,21.21948818,-33.17538705
Well382,AR0BEBE500,00,00,Producer,16153.22134,25421.38199,7723.09736,0,Maine,,,0,21.21282764,-33.17013681
Well383,AR0BEBE507,00,00,Producer,9314.024608,36737.29556,8297.24436,0,Maine,,,0,21.19046067,-33.13903835
Well384,AR0BEBE5A3,00,00,Producer,19637.41655,23557.69122,7185.0396,0,Red,,,0,21.22422239,-33.17525861
Well385,AR11E1B961,00,00,Producer,9005.568789,38097.8779,8054.4622,0,Bisque,,,0,21.18945189,-33.13529918
Well387,AR11E1B968,00,00,Producer,9081.164302,35070.81343,8162.795537,0,Maine,,,0,21.18969912,-33.14361818
Well388,AR11E1C37F,00,00,Producer,10914.65175,38579.17818,7477.23121,0,Rock,,,0,21.19561968,-33.13398317
Well392,AR11E1C6E5,00,00,Producer,10228.74162,13439.38715,8786.08952,0,Red,,,0,21.19345217,-33.2030658
Well393,AR11E1C6E6,00,00,Producer,9434.767635,36603.98456,8209.317848,0,Rock,,,0,21.19012996,-33.13941
Well394,AR11E1C740,00,00,Producer,7043.305756,36664.93835,8441.666937,0,Bisque,,,0,21.18303449,-33.1392372
Well033,2ECFC837F3,00,00,Injector,18444.44821,22297.33651,8120.079,0,Maine,,,6187.881653,21.22032089,-33.17872233
Well034,2ECFC837FC,00,00,Injector,17198.35102,24033.55326,7447.5068,0,Red,,,6126.66528,21.21624564,-33.17395085
Well046,2ECFC83860,00,00,Injector,21513.88919,21906.97294,7112.86112,0,Red,,,6096.007031,21.23035922,-33.17979513
Well052,2ECFC83892,00,00,Injector,15716.56018,20800.59174,7678.80602,0,Red,,,6290.740088,21.21139958,-33.18283569
Well055,2ECFC838A6,00,00,Injector,13008.93169,23531.41025,7739.50156,0,Red,,,6332.212169,21.20254453,-33.17533084
Well059,2ECFC838C5,00,00,Injector,21907.97356,17526.3618,7550.85326,0,Red,,,6249.603276,21.23164804,-33.19183395
Well071,2ECFC8393D,00,00,Injector,17207.66954,19916.18812,7595.1446,0,Bisque,,,6283.653474,21.21627612,-33.18526621
Well074,2ECFC83964,00,00,Injector,11410.86979,30009.56294,7742.7824,0,Red,,,6339.380238,21.19731821,-33.15752754
Well075,2ECFC8396E,00,00,Injector,11659.66567,34073.30446,7687.00812,0,Red,,,6306.890288,21.19813188,-33.14635954
Well078,2ECFC8398C,00,00,Injector,13225.65527,15321.67414,8398.9504,0,Red,,,6615.206297,21.2032533,-33.19789288
Well083,2ECFC839B4,00,00,Injector,16306.06419,16686.04999,7878.93726,0,Red,,,6383.132368,21.2133275,-33.1941433
Well087,2ECFC839D3,00,00,Injector,18037.46838,18595.76004,7855.97138,0,Maine,,,6322.801707,21.2189899,-33.18889502
Well092,2ECFC839F1,00,00,Injector,22326.56637,20970.46901,7375.32832,0,Maine,,,6176.777768,21.23301701,-33.18236883
Well095,2ECFC83A05,00,00,Injector,11903.2236,18841.04751,8786.08952,0,Maine,,,6598.20729,21.19892841,-33.18822092
Well096,2ECFC83A0E,00,00,Injector,23370.56594,14166.84135,8033.13674,0,Red,,,6462.146609,21.23643131,-33.2010666
Well109,2ECFC83A86,00,00,Injector,17150.70984,14947.33245,8038.058,0,Red,,,6450.258389,21.21608984,-33.19892165
Well110,2ECFC83A90,00,00,Injector,19133.61882,14636.53656,8029.8559,0,Red,,,6451.282526,21.22257476,-33.19977578
Well112,2ECFC83AA4,00,00,Injector,23690.36237,17026.75971,7647.63804,0,Red,,,6280.991893,21.23747718,-33.19320696
Well114,2ECFC83AB8,00,00,Injector,24369.14288,19874.38214,7445.86638,0,Maine,,,6253.240087,21.23969707,-33.1853811
Well119,2ECFC83AF4,00,00,Injector,24859.67439,15443.18179,7965.87952,0,Red,,,6440.325887,21.2413013,-33.19755896
Well121,2ECFC83B08,00,00,Injector,22105.87853,12564.63176,8120.079,0,Red,,,6524.955155,21.23229527,-33.2054698
Well122,2ECFC83B12,00,00,Injector,19913.12528,12786.2094,8192.25748,0,Red,,,6530.930385,21.22512407,-33.20486086
Well123,2ECFC83B1C,00,00,Injector,18122.06555,13035.02336,8228.34672,0,Red,,,6551.67623,21.21926657,-33.20417707
Well124,2ECFC83B26,00,00,Injector,15921.96574,13269.98259,8284.121,0,Red,,,6581.142778,21.21207134,-33.20353135
Well126,2ECFC83B3A,00,00,Injector,17904.32308,30161.89852,6996.3913,0,Red,,,6009.288636,21.21855446,-33.15710889
Well132,2ECFC83B80,00,00,Injector,22775.72728,10720.69485,8280.84016,0,Red,,,6563.293528,21.23448594,-33.21053732
Well133,2ECFC83B8A,00,00,Injector,16826.80869,11396.86992,8472.7693,0,Rock,,,6699.040626,21.21503055,-33.20867905
Well134,2ECFC83B94,00,00,Injector,21489.87088,9348.11763,8274.27848,0,Red,,,6603.453919,21.23028067,-33.21430945
Well135,2ECFC83B9E,00,00,Injector,14851.87673,11729.14883,8494.09476,0,Red,,,6689.296532,21.20857171,-33.20776588
Well138,2ECFC83BBC,00,00,Injector,10828.60756,17525.06933,8530.184,0,Red,,,6690.78822,21.19541398,-33.1918375
Well140,2ECFC83BD0,00,00,Injector,9795.599251,22081.80443,8353.01864,0,Red,,,6618.827542,21.19203562,-33.17931465
Well144,2ECFC83C20,00,00,Injector,10273.29412,35468.33313,8154.52782,0,Red,,,6403.521307,21.19359787,-33.14252572
Well148,2ECFC83C48,00,00,Injector,19566.9365,9439.08279,8425.19712,0,Red,,,6636.846836,21.22399189,-33.21405946
Well154,2ECFC83C84,00,00,Injector,9704.44701,28897.48162,8041.33884,0,Red,,,6469.51306,21.19173751,-33.16058377
Well159,2ECFC83CAD,00,00,Injector,24738.13466,16248.33143,7918.30734,0,Bisque,,,6425.484187,21.24090382,-33.19534624
Well161,2ECFC83CB7,00,00,Injector,25967.20761,11932.05185,8443.24174,0,Red,,,6637.905454,21.24492339,-33.20720826
Well162,2ECFC83CC0,00,00,Injector,24197.48478,6892.967481,8559.71156,0,Red,,,6714.633667,21.23913567,-33.22105671
Well163,2ECFC83CCA,00,00,Injector,20248.28804,7547.548842,8500.65644,0,Red,,,6695.597518,21.22622018,-33.21925778
Well171,2ECFC83D38,00,00,Injector,27616.36606,13131.79657,8507.21812,0,Red,,,6688.95133,21.25031681,-33.20391112
Well173,2ECFC83D6A,00,00,Injector,27342.3339,8059.079588,8574.47534,0,Red,,,6713.476322,21.24942062,-33.21785199
Well174,2ECFC83D74,00,00,Injector,26289.41189,6701.63118,8480.9714,0,Red,,,6687.229602,21.24597713,-33.22158254
Well181,2ECFC83DB0,00,00,Injector,10484.84388,26083.99952,7982.28372,0,Red,,,6449.132137,21.19428973,-33.1683158
Well188,2ECFC83DF6,00,00,Injector,16081.07103,32226.68611,7212.92674,0,Red,,,6088.522687,21.21259168,-33.15143443
Well189,2ECFC83E00,00,00,Injector,13932.74092,31392.35227,7440.94512,0,Rock,,,6240.088606,21.20556576,-33.15372735
Well190,2ECFC83E0A,00,00,Injector,13780.9258,28997.07242,7470.47268,0,Maine,,,6265.648953,21.20506926,-33.16031007
Well193,2ECFC83E28,00,00,Injector,11010.57752,31112.79943,7818.24172,0,Red,,,6370.694159,21.19600909,-33.15449562
Well196,2ECFC83E46,00,00,Injector,15089.41262,29888.75893,7293.30732,0,Red,,,6149.221935,21.20934855,-33.15785953
Well198,2ECFC83E5A,00,00,Injector,10013.82118,32219.85874,7933.07112,0,Red,,,6417.845298,21.19274929,-33.15145319
Well203,2ECFC83E8C,00,00,Injector,13904.62817,32776.79467,7376.96874,0,Red,,,6194.228136,21.20547382,-33.14992262
Well204,2ECFC83E96,00,00,Injector,19446.50565,30127.42713,6879.92148,0,Maine,,,6007.089598,21.22359803,-33.15720363
Well209,2ECFC83EC8,00,00,Injector,20098.03248,31982.47592,6753.60914,0,Red,,,5897.627496,21.22572879,-33.15210557
Well211,2ECFC83EDC,00,00,Injector,17898.19398,34676.26566,6943.89786,0,Maine,,,6033.400373,21.21853442,-33.14470248
Well228,2ECFC8403A,00,00,Injector,12582.80378,27349.42852,7614.82964,0,Red,,,6277.085232,21.20115092,-33.16483814
Well229,2ECFC84044,00,00,Injector,14551.88014,26579.00719,7385.17084,0,Red,,,6184.07998,21.2075906,-33.16695541
Well230,2ECFC8404E,00,00,Injector,16808.11151,27293.85421,7180.11834,0,Red,,,6095.075165,21.2149694,-33.16499087
Well231,2ECFC84058,00,00,Injector,19979.13098,27451.44205,7017.71676,0,Red,,,6021.136096,21.22533993,-33.16455778
Well233,2ECFC8406C,00,00,Injector,21799.5683,22814.73991,7101.37818,0,Red,,,6048.916504,21.23129351,-33.1773004
Well238,2ECFC8409E,00,00,Injector,11751.42973,31906.50864,7680.44644,0,Red,,,6312.918567,21.19843198,-33.15231434
Well239,2ECFC840A8,00,00,Injector,15696.19786,29271.54847,7242.4543,0,Maine,,,6169.250583,21.21133299,-33.15955576
Well240,2ECFC840B2,00,00,Injector,20127.16226,21502.05364,7391.73252,0,Red,,,6117.832913,21.22582405,-33.18090793
Well246,2ECFC840EE,00,00,Injector,19142.40215,29019.51058,6953.74038,0,Maine,,,6040.051104,21.22260349,-33.16024841
Well252,2ECFC84134,00,00,Injector,16941.44607,22226.95055,7411.41756,0,Red,,,6184.08516,21.21540546,-33.17891576
Well253,2ECFC8413E,00,00,Injector,13796.27477,21990.9745,7752.62492,0,Red,,,6336.737465,21.20511946,-33.17956427
Well255,2ECFC841B6,00,00,Injector,25104.89068,17171.07584,7773.95038,0,Red,,,6355.574174,21.24210326,-33.19281035
Well258,2ECFC841FC,00,00,Injector,20490.58341,14165.38153,8044.61968,0,Rock,,,6501.488127,21.22701259,-33.20107061
Well263,2ECFC8422E,00,00,Injector,22706.15894,22024.4478,7211.28632,0,Red,,,6093.039523,21.23425843,-33.17947228
Well264,2ECFC84238,00,00,Injector,17293.39934,16113.94309,7880.57768,0,Maine,,,6446.691923,21.21655649,-33.19571557
Well265,2ECFC84242,00,00,Injector,21553.99042,20071.46392,7503.28108,0,Bisque,,,6176.468431,21.23049037,-33.18483948
Well267,2ECFC84256,00,00,Injector,22013.16898,15184.12174,7851.05012,0,Red,,,6374.387838,21.23199207,-33.19827091
Well269,2ECFC8426A,00,00,Injector,10014.12968,28040.12242,7972.4412,0,Red,,,6445.497311,21.1927503,-33.16293997
Well271,2ECFC8427E,00,00,Injector,15199.16696,22948.46444,7532.80864,0,Rock,,,6285.638382,21.20970749,-33.17693289
Well273,2ECFC84292,00,00,Injector,21230.75938,15712.24079,7785.43332,0,Red,,,6348.845077,21.22943327,-33.19681953
Well281,2ECFC842E2,00,00,Injector,12976.18329,19696.10917,8036.41758,0,Maine,,,6514.472655,21.20243743,-33.18587104
Well289,2ECFC84346,00,00,Injector,11936.36616,29009.91502,7837.92676,0,Rock,,,6349.696783,21.1990368,-33.16027478
Well291,2ECFC843DC,00,00,Injector,14342.20976,23612.75801,8763.12364,0,Maine,,,6315.6526,21.20690489,-33.17510728
Well292,2ECFC84404,00,00,Injector,20011.16985,17130.16453,8049.54094,0,Red,,,6275.352406,21.22544471,-33.19292278
Well297,2ECFC844E0,00,00,Injector,15590.15116,33106.58763,7194.88212,0,Red,,,6123.633784,21.21098617,-33.14901628
Well298,2ECFC844EA,00,00,Injector,18673.88455,19991.43023,7842.84802,0,Red,,,6204.906752,21.22107124,-33.18505943
Well299,2ECFC844FE,00,00,Injector,14741.46553,24786.43187,8282.48058,0,Red,,,6216.527488,21.20821062,-33.17188178
Well302,2ECFC8453A,00,00,Injector,14740.57491,33900.4808,8161.0895,0,Red,,,6166.964931,21.20820771,-33.1468345
